DT_REFER;DENOM_CIA;ESCALA_MOEDA;ORDEM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.04.10;Lucro Luido do peräo;0.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;PENŒTIMO;2.03.05;Lucros/Preju¯s Acumulados;0.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.05;Lucros/Preju¯s Acumulados;0.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;PENŒTIMO;2.03.06;Ajustes de Avaliaï Patrimonial;-1597000.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.06;Ajustes de Avaliaï Patrimonial;-1579000.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;PENŒTIMO;2.03.07;Ajustes Acumulados de Conversû0.0000000000;S
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.07;Ajustes Acumulados de Conversû0.0000000000;S
2021-12-31;NEOENERGIA S.A.;MIL;PENŒTIMO;2.03.08;Outros Resultados Abrangentes;3000.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.08;Outros Resultados Abrangentes;-281000.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;PENŒTIMO;2.03.08.01;Ganho/perda sobre ativo disponivel para venda;0.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.08.01;Ganho/perda sobre ativo disponivel para venda;0.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;PENŒTIMO;2.03.09;Participaï dos Acionistas NàControladores;342000.0000000000
2021-12-31;NEOENERGIA S.A.;MIL;ŒTIMO;2.03.09;Participaï dos Acionistas NàControladores;352000.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2;Passivo Total;814457.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2;Passivo Total;962193.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01;Passivo Circulante;353176.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01;Passivo Circulante;429248.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.01;Obrigaes Sociais e Trabalhistas;61383.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.01;Obrigaes Sociais e Trabalhistas;69612.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.01.01;Obrigaes Sociais;15274.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.01.01;Obrigaes Sociais;14118.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.01.02;Obrigaes Trabalhistas;46109.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.01.02;Obrigaes Trabalhistas;55494.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.02;Fornecedores;70107.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.02;Fornecedores;93228.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.02.01;Fornecedores Nacionais;70107.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.02.01;Fornecedores Nacionais;93228.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.02.02;Fornecedores Estrangeiros;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.02.02;Fornecedores Estrangeiros;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.03;Obrigaes Fiscais;30084.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.03;Obrigaes Fiscais;25579.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.03.01;Obrigaes Fiscais Federais;21732.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.03.01;Obrigaes Fiscais Federais;16155.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.03.01.01;Imposto de Renda e Contribuiï Social a Pagar;2908.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.03.01.01;Imposto de Renda e Contribuiï Social a Pagar;2087.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.03.01.02;Outros impostos federais;18824.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.03.01.02;Outros impostos federais;14068.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.03.02;Obrigaes Fiscais Estaduais;8088.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.03.02;Obrigaes Fiscais Estaduais;8852.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.03.03;Obrigaes Fiscais Municipais;264.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.03.03;Obrigaes Fiscais Municipais;572.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.04;Emprôimos e Financiamentos;106872.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.04;Emprôimos e Financiamentos;149110.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.04.01;Emprôimos e Financiamentos;92066.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.04.01;Emprôimos e Financiamentos;82330.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.04.01.01;Em Moeda Nacional;92066.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.04.01.01;Em Moeda Nacional;82330.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.04.02;Deb´ures;14806.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.04.02;Deb´ures;66780.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.04.03;Financiamento por Arrendamento;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.04.03;Financiamento por Arrendamento;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05;Outras Obrigaes;84730.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05;Outras Obrigaes;91719.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.01.03;D©tos com Controladores;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.01.03;D©tos com Controladores;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02;Outros;84730.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02;Outros;91719.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.02;Dividendo M©mo ObrigatŠo a Pagar;2114.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.02;Dividendo M©mo ObrigatŠo a Pagar;2856.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.03;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.03;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.04;Arrendamentos;30652.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.04;Arrendamentos;18124.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.05;ConsŠéos;4191.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.05;ConsŠéos;1445.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.06;Parcelamento de tributos;2398.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.06;Parcelamento de tributos;2741.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.07;Contas a pagar por aquisiï de controladas;32758.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.07;Contas a pagar por aquisiï de controladas;38868.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.05.02.08;Outras Contas a pagar;12617.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.05.02.08;Outras Contas a pagar;27685.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06;ProvisWû0.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06;ProvisWû0.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.01.01;ProvisWàFiscais;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.01.01;ProvisWàFiscais;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.01.02;ProvisWàPrevidenci©as e Trabalhistas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.01.02;ProvisWàPrevidenci©as e Trabalhistas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.02;Outras ProvisWû0.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.02;Outras ProvisWû0.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.06.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.06.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.07;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.07;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.07.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.07.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.01.07.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.01.07.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02;Passivo NàCirculante;333744.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02;Passivo NàCirculante;396241.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.01;Emprôimos e Financiamentos;178087.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.01;Emprôimos e Financiamentos;246928.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.01.01;Emprôimos e Financiamentos;156999.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.01.01;Emprôimos e Financiamentos;104333.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.01.01.01;Em Moeda Nacional;156999.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.01.01.01;Em Moeda Nacional;104333.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.01.02;Deb´ures;21088.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.01.02;Deb´ures;142595.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.01.03;Financiamento por Arrendamento;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.01.03;Financiamento por Arrendamento;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02;Outras Obrigaes;129590.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02;Outras Obrigaes;123415.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.01.03;D©tos com Controladores;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.01.03;D©tos com Controladores;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02;Outros;129590.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02;Outros;123415.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.01;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.01;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.03;Fornecedores;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.03;Fornecedores;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.04;Parcelamento de tributos;10534.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.04;Parcelamento de tributos;7292.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.05;ConsŠéos;857.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.05;ConsŠéos;136.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.08;Arrendamento mercantil;36370.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.08;Arrendamento mercantil;76551.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.09;Contas a pagar por aquisiï de controladas;66207.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.09;Contas a pagar por aquisiï de controladas;36055.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.02.02.10;Outras Contas a pagar;15622.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.02.02.10;Outras Contas a pagar;3381.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.03;Tributos Diferidos;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.03;Tributos Diferidos;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.03.01;Imposto de Renda e Contribuiï Social Diferidos;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.03.01;Imposto de Renda e Contribuiï Social Diferidos;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04;ProvisWû26067.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04;ProvisWû25898.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;26067.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;25898.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.01.01;ProvisWàFiscais;7000.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.01.01;ProvisWàFiscais;7000.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.01.02;ProvisWàPrevidenci©as e Trabalhistas;19067.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.01.02;ProvisWàPrevidenci©as e Trabalhistas;18898.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.02;Outras ProvisWû0.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.02;Outras ProvisWû0.0000000000;S
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.04.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.04.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.05;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.05;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.05.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.05.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.05.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.05.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.06;Lucros e Receitas a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.06;Lucros e Receitas a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.06.01;Lucros a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.06.01;Lucros a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.06.02;Receitas a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.06.02;Receitas a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.02.06.03;Subvenes de Investimento a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.02.06.03;Subvenes de Investimento a Apropriar;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03;Patrimzo Luido Consolidado;127537.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03;Patrimzo Luido Consolidado;136704.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.01;Capital Social Realizado;95302.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.01;Capital Social Realizado;95302.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02;Reservas de Capital;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02;Reservas de Capital;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02.01;gio na Emissàde Aes;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02.01;gio na Emissàde Aes;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02.02;Reserva Especial de gio na Incorporaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02.02;Reserva Especial de gio na Incorporaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02.03;Alienaï de B{s de Subscriï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02.03;Alienaï de B{s de Subscriï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02.04;Opes Outorgadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02.04;Opes Outorgadas;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02.05;Aes em Tesouraria;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02.05;Aes em Tesouraria;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.03;Reservas de Reavaliaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.03;Reservas de Reavaliaï;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.04;Reservas de Lucros;30838.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.04;Reservas de Lucros;40355.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.04.01;Reserva Legal;2196.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.04.01;Reserva Legal;2796.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.04.02;Reserva Estatut©a;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.04.02;Reserva Estatut©a;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;PENŒTIMO;2.03.04.03;Reserva para Conting£ias;0.0000000000
2021-12-31;BBM LOGSTICA S.A.;MIL;ŒTIMO;2.03.04.03;Reserva para Conting£ias;0.0000000000
