DT_REFER;DENOM_CIA;ESCALA_MOEDA;ORDEM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.01.07;Outros;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.01.07;Outros;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.01.08;Impostos Parcelados;327758.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.01.08;Impostos Parcelados;76177.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.01.09;IOF;10193.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.01.09;IOF;10193.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.02;Obrigaes Fiscais Estaduais;10345.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.02;Obrigaes Fiscais Estaduais;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.02.01;ICMS ST a recolher;10345.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.02.01;ICMS ST a recolher;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.03;Obrigaes Fiscais Municipais;424283.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.03;Obrigaes Fiscais Municipais;500360.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.03.03.01;ISS - RJ e SP;424283.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.03.03.01;ISS - RJ e SP;500360.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.04;Emprôimos e Financiamentos;10425820.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.04;Emprôimos e Financiamentos;17711095.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.04.01;Emprôimos e Financiamentos;10207289.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.04.01;Emprôimos e Financiamentos;17556929.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.04.01.01;Em Moeda Nacional;10207289.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.04.01.01;Em Moeda Nacional;17556929.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.04.02;Deb´ures;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.04.02;Deb´ures;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.04.03;Financiamento por Arrendamento;218531.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.04.03;Financiamento por Arrendamento;154166.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05;Outras Obrigaes;13819998.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05;Outras Obrigaes;6005950.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.01.03;D©tos com Controladores;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.01.03;D©tos com Controladores;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02;Outros;13819998.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02;Outros;6005950.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.02;Dividendo M©mo ObrigatŠo a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.02;Dividendo M©mo ObrigatŠo a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.03;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.03;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.05;ISS Parcelado;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.05;ISS Parcelado;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.06;Tributos Federais parcelados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.06;Tributos Federais parcelados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.07;Contas a pagar - Aquisiï;8568064.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.07;Contas a pagar - Aquisiï;33004.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.08;Dividendos a pagar;2391211.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.08;Dividendos a pagar;2542740.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.05.02.09;Outras Obrigaes;2860723.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.05.02.09;Outras Obrigaes;3430206.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06;ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06;ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.01.01;ProvisWàFiscais;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.01.01;ProvisWàFiscais;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.01.02;ProvisWàPrevidenci©as e Trabalhistas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.01.02;ProvisWàPrevidenci©as e Trabalhistas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.02;Outras ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.02;Outras ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.06.02.04;Outras contas a pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.06.02.04;Outras contas a pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.07;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.07;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.07.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.07.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.01.07.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.01.07.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02;Passivo NàCirculante;18281165.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02;Passivo NàCirculante;15228638.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.01;Emprôimos e Financiamentos;15345174.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.01;Emprôimos e Financiamentos;8965354.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.01.01;Emprôimos e Financiamentos;15294857.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.01.01;Emprôimos e Financiamentos;8841957.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.01.01.01;Em Moeda Nacional;15294857.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.01.01.01;Em Moeda Nacional;8841957.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.01.02;Deb´ures;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.01.02;Deb´ures;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.01.03;Financiamento por Arrendamento;50317.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.01.03;Financiamento por Arrendamento;123397.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02;Outras Obrigaes;2935991.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02;Outras Obrigaes;6263284.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.01.01;D©tos com Coligadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.01.03;D©tos com Controladores;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.01.03;D©tos com Controladores;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.01.04;D©tos com Outras Partes Relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02;Outros;2935991.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02;Outros;6263284.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.01;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.01;Obrigaes por Pagamentos Baseados em Aes;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.03;ISS Parcelado;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.03;ISS Parcelado;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.04;Impostos e contribuies parcelados;578774.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.04;Impostos e contribuies parcelados;510328.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.05;Dividendos a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.05;Dividendos a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.06;Divida Aquisiï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.06;Divida Aquisiï;4278776.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.07;Outros Valores a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.07;Outros Valores a Pagar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.08;Receita Diferida;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.08;Receita Diferida;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.09;Partes relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.09;Partes relacionadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.02.02.10;ProvisWàpara conting£ias;2357217.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.02.02.10;ProvisWàpara conting£ias;1474180.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.03;Tributos Diferidos;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.03;Tributos Diferidos;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.03.01;Imposto de Renda e Contribuiï Social Diferidos;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.03.01;Imposto de Renda e Contribuiï Social Diferidos;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04;ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04;ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.01;ProvisWàFiscais Previdenci©as Trabalhistas e C¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.01.01;ProvisWàFiscais;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.01.01;ProvisWàFiscais;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.01.02;ProvisWàPrevidenci©as e Trabalhistas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.01.02;ProvisWàPrevidenci©as e Trabalhistas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.01.03;ProvisWàpara Beneféos a Empregados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.01.04;ProvisWàC¥is;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.02;Outras ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.02;Outras ProvisWû0.0000000000;S
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.02.01;ProvisWàpara Garantias;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.02.02;ProvisWàpara Reestruturaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.04.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.04.02.03;ProvisWàpara Passivos Ambientais e de Desativaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.05;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.05;Passivos sobre Ativos NíCorrentes a Venda e Descontinuados;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.05.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.05.01;Passivos sobre Ativos NíCorrentes a Venda;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.05.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.05.02;Passivos sobre Ativos de Operaes Descontinuadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.06;Lucros e Receitas a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.06;Lucros e Receitas a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.06.01;Lucros a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.06.01;Lucros a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.06.02;Receitas a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.06.02;Receitas a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.02.06.03;Subvenes de Investimento a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.02.06.03;Subvenes de Investimento a Apropriar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03;Patrimzo Luido Consolidado;50351817.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03;Patrimzo Luido Consolidado;58506511.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.01;Capital Social Realizado;37605711.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.01;Capital Social Realizado;37605711.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02;Reservas de Capital;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02;Reservas de Capital;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02.01;gio na Emissàde Aes;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02.01;gio na Emissàde Aes;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02.02;Reserva Especial de gio na Incorporaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02.02;Reserva Especial de gio na Incorporaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02.03;Alienaï de B{s de Subscriï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02.03;Alienaï de B{s de Subscriï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02.04;Opes Outorgadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02.04;Opes Outorgadas;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02.05;Aes em Tesouraria;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02.05;Aes em Tesouraria;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.03;Reservas de Reavaliaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.03;Reservas de Reavaliaï;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04;Reservas de Lucros;12621111.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.04;Reservas de Lucros;20792458.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04.01;Reserva Legal;810256.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.04.01;Reserva Legal;1345567.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04.02;Reserva Estatut©a;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.04.02;Reserva Estatut©a;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04.03;Reserva para Conting£ias;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.04.03;Reserva para Conting£ias;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04.05;Reserva de Retenï de Lucros;11047487.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;ŒTIMO;2.03.04.05;Reserva de Retenï de Lucros;18683523.0000000000
2021-12-31;QUALITY SOFTWARE S.A.;UNIDADE;PENŒTIMO;2.03.04.06;Reserva Especial para Dividendos NàDistribu/s;763368.0000000000
